,long,lat,OBJECTID,Snow_thick,Ice_thick,HH,HV,VH,VV,VV/HH,HV/HH,VH/VV
25,514906.67640000023,6892401.942600001,57.0,15.0,,-18.903125524520874,-29.98830556869507,-30.292391777038574,-18.951624631881714,1.002652645111084,0.2819548547267914,0.27256813645362854
26,515789.8425000002,6893546.6371,63.0,32.0,,-20.385379791259766,-31.274304389953613,-30.998311042785645,-19.9015212059021,1.0552515983581543,0.28533774614334106,0.28217417001724243
0,515186.56080000004,6892861.2881000005,36.0,19.0,138.0,-18.567681312561035,-30.244157314300537,-31.303937435150146,-18.848741054534912,0.9781383275985718,0.265967458486557,0.242121621966362
1,515175.4557999996,6892840.293999999,37.0,4.0,143.0,-20.214176177978516,-31.5543794631958,-31.306867599487305,-19.500504732131958,1.108616828918457,0.277593731880188,0.2603326737880707
2,515161.47670000064,6892821.292300001,38.0,7.0,139.0,-19.806396961212158,-31.91422700881958,-31.32460355758667,-19.285951852798462,1.0842481851577759,0.2553221881389618,0.25125211477279663
3,515117.94199999975,6892760.158399998,39.0,9.0,142.0,-18.430362939834595,-30.229265689849854,-30.647940635681152,-18.32023024559021,1.0335482358932495,0.26419752836227417,0.24476447701454163
4,515069.0096000006,6892694.210499998,40.0,31.0,120.0,-20.614807605743408,-31.28488302230835,-31.62738561630249,-20.10427951812744,1.0787736177444458,0.29652631282806396,0.2730320990085602
5,515034.2742999996,6892609.9448,41.0,13.0,122.0,-20.435233116149902,-31.67215585708618,-31.359703540802002,-19.630331993103027,1.1159543991088867,0.2823605239391327,0.26382333040237427
6,514992.48069999996,6892530.995499998,42.0,2.0,140.0,-19.034940004348755,-30.618438720703125,-29.5223331451416,-19.407739639282227,0.9602444171905518,0.2658746838569641,0.3170543313026428
7,514693.0288000003,6892017.995599999,43.0,0.0,140.0,-17.699249982833862,-31.23314142227173,-32.00593948364258,-17.20196843147278,1.0651445388793945,0.2142665684223175,0.18499553203582764
8,515413.3185000001,6893144.616900001,48.0,12.0,142.0,-18.200029134750366,-32.28100299835205,-31.12257957458496,-17.839733362197876,1.0470805168151855,0.19799348711967468,0.21638822555541992
9,515445.60429999966,6893180.414200001,49.0,3.0,138.0,-17.146533727645874,-31.263854503631592,-30.749680995941162,-17.18948483467102,0.9963744878768921,0.20290395617485046,0.21736109256744385
10,515484.4793999994,6893221.5895,50.0,8.0,134.0,-17.572059631347656,-30.952739715576172,-29.696238040924072,-18.423227071762085,0.9125352501869202,0.22003822028636932,0.27821117639541626
11,515517.4801000011,6893260.175900003,51.0,18.0,126.0,-20.68446397781372,-31.576874256134033,-30.319504737854004,-20.73031187057495,1.0096347332000732,0.2988307774066925,0.34213313460350037
12,515553.8240000002,6893296.4386,52.0,17.0,138.0,-20.589370727539062,-31.570537090301514,-30.42738914489746,-20.095744132995605,1.0504581928253174,0.29702889919281006,0.3211796283721924
13,515591.8457000006,6893341.399,53.0,20.0,133.0,-18.21031093597412,-32.16972827911377,-30.986487865447998,-19.084244966506958,0.9083613753318787,0.20385652780532837,0.25952762365341187
14,515632.4060000009,6893389.045299999,54.0,21.0,119.0,-19.406707286834717,-30.35550355911255,-32.12012767791748,-19.641958475112915,0.9704132080078125,0.2837514281272888,0.24000324308872223
15,515676.12100000016,6893430.022500001,55.0,20.0,119.0,-19.725284576416016,-30.942540168762207,-31.943159103393555,-19.979369640350342,0.9724894762039185,0.27952805161476135,0.2546311616897583
16,514951.4402000001,6892469.763500002,56.0,3.0,,-19.076926708221436,-30.58244228363037,-30.669047832489014,-19.01474118232727,1.0016181468963623,0.26652026176452637,0.2674468755722046
17,514869.56950000033,6892334.044700001,58.0,1.0,,-17.673875093460083,-31.734955310821533,-29.65453863143921,-17.30486512184143,1.0654107332229614,0.20329934358596802,0.2417595088481903
18,514829.7877999998,6892258.0029,59.0,0.0,,-18.442178964614868,-30.447325706481934,-31.24211549758911,-17.659049034118652,1.0951422452926636,0.2514975666999817,0.21141433715820312
19,514790.50470000046,6892186.642700002,60.0,5.0,,-17.775098085403442,-30.969483852386475,-30.852627754211426,-16.96592688560486,1.1082935333251953,0.22209197282791138,0.2010185420513153
20,514746.6043999995,6892110.361099999,61.0,0.0,,-20.1111102104187,-30.220930576324463,-31.72154664993286,-19.199265241622925,1.122666597366333,0.3135579824447632,0.23664195835590363
21,515735.3315000002,6893487.2262,62.0,15.0,,-20.46238422393799,-30.13035774230957,-31.703853607177734,-19.2339289188385,1.2386780977249146,0.3562045991420746,0.2396092563867569
22,515838.53660000017,6893602.233800001,64.0,17.0,,-20.492982864379883,-30.973262786865234,-31.57027244567871,-20.208520889282227,1.0276035070419312,0.3008047640323639,0.2774275839328766
23,515891.4600999998,6893666.206599998,65.0,27.0,,-20.2591872215271,-31.617510318756104,-31.86802864074707,-20.283055305480957,0.9924540519714355,0.2724834382534027,0.270611435174942
24,515954.12179999996,6893740.809700002,66.0,23.0,,-21.312556266784668,-32.030978202819824,-31.316204071044922,-20.53828716278076,1.0965214967727661,0.2943268418312073,0.29219678044319153
25,516021.2448000003,6893818.4432,67.0,25.0,,-22.739086151123047,-33.21937084197998,-31.498661041259766,-21.55226230621338,1.1712756156921387,0.3096827268600464,0.3262786567211151
# Image values are a mean over a 5x5 box
# Image: /Volumes/Crabe/Doctorat/BaieDeception/Donnees/Imagerie/RS2_subAOIs/DeceptionBay/RS2_20180508/RS2_20180508_sub_cal_spk_rat2_TC2.tif
# Shp: /Volumes/Crabe/Doctorat/BaieDeception/Donnees/Imagerie/VectorData/UTM/1805_D_thicknesses_transect_noship_WGS84.shp
# combined with notransect
